"IndexName","Date","P/E","P/B","Div Yield %"
"NIFTY NEXT 50","06 Nov 2023","22.08","3.75","1.48"
"NIFTY NEXT 50","03 Nov 2023","21.96","3.72","1.43"
"NIFTY NEXT 50","02 Nov 2023","21.75","3.64","1.45"
"NIFTY NEXT 50","01 Nov 2023","23.35","3.59","1.48"
"NIFTY NEXT 50","31 Oct 2023","23.52","3.60","1.47"
"NIFTY NEXT 50","30 Oct 2023","23.49","3.60","1.49"
"NIFTY NEXT 50","27 Oct 2023","24.04","3.59","1.49"
"NIFTY NEXT 50","26 Oct 2023","23.58","3.52","1.52"
"NIFTY NEXT 50","25 Oct 2023","23.82","3.56","1.51"
"NIFTY NEXT 50","23 Oct 2023","23.96","3.58","1.50"
"NIFTY NEXT 50","20 Oct 2023","24.45","3.65","1.47"
"NIFTY NEXT 50","19 Oct 2023","24.68","3.68","1.45"
"NIFTY NEXT 50","18 Oct 2023","24.76","3.69","1.45"
"NIFTY NEXT 50","17 Oct 2023","25.02","3.73","1.43"
"NIFTY NEXT 50","16 Oct 2023","24.93","3.72","1.44"
"NIFTY NEXT 50","13 Oct 2023","24.86","3.71","1.44"
"NIFTY NEXT 50","12 Oct 2023","24.88","3.71","1.44"
"NIFTY NEXT 50","11 Oct 2023","24.83","3.70","1.45"
"NIFTY NEXT 50","10 Oct 2023","24.70","3.69","1.45"
"NIFTY NEXT 50","09 Oct 2023","24.37","3.64","1.47"
"NIFTY NEXT 50","06 Oct 2023","24.67","3.68","1.46"
"NIFTY NEXT 50","05 Oct 2023","24.51","3.66","1.46"
"NIFTY NEXT 50","04 Oct 2023","24.45","3.65","1.47"
"NIFTY NEXT 50","03 Oct 2023","24.80","3.70","1.45"
"NIFTY NEXT 50","29 Sep 2023","24.72","3.69","1.45"
"NIFTY NEXT 50","28 Sep 2023","25.17","4.35","1.53"
"NIFTY NEXT 50","27 Sep 2023","25.55","4.42","1.49"
"NIFTY NEXT 50","26 Sep 2023","25.51","4.41","1.49"
"NIFTY NEXT 50","25 Sep 2023","25.46","4.40","1.49"
"NIFTY NEXT 50","22 Sep 2023","25.52","4.41","1.49"
"NIFTY NEXT 50","21 Sep 2023","25.55","4.42","1.50"
"NIFTY NEXT 50","20 Sep 2023","25.77","4.46","1.49"
"NIFTY NEXT 50","18 Sep 2023","26.00","4.50","1.48"
"NIFTY NEXT 50","15 Sep 2023","26.02","4.50","1.48"
"NIFTY NEXT 50","14 Sep 2023","25.97","4.49","1.49"
"NIFTY NEXT 50","13 Sep 2023","25.79","4.46","1.50"
"NIFTY NEXT 50","12 Sep 2023","25.71","4.45","1.50"
"NIFTY NEXT 50","11 Sep 2023","26.32","4.55","1.47"
"NIFTY NEXT 50","08 Sep 2023","26.05","4.50","1.48"
"NIFTY NEXT 50","07 Sep 2023","25.84","4.47","1.49"
"NIFTY NEXT 50","06 Sep 2023","25.71","4.45","1.50"
"NIFTY NEXT 50","05 Sep 2023","25.59","4.41","1.51"
"NIFTY NEXT 50","04 Sep 2023","25.54","4.41","1.51"
"NIFTY NEXT 50","01 Sep 2023","25.32","4.37","1.53"
"NIFTY NEXT 50","31 Aug 2023","25.10","4.35","1.54"
"NIFTY NEXT 50","30 Aug 2023","25.29","4.38","1.53"
"NIFTY NEXT 50","29 Aug 2023","25.20","4.36","1.53"
"NIFTY NEXT 50","28 Aug 2023","25.05","4.36","1.54"
"NIFTY NEXT 50","25 Aug 2023","24.92","4.37","1.55"
"NIFTY NEXT 50","24 Aug 2023","25.21","4.42","1.54"
"NIFTY NEXT 50","23 Aug 2023","25.12","4.41","1.53"
"NIFTY NEXT 50","22 Aug 2023","25.11","4.41","1.53"
"NIFTY NEXT 50","21 Aug 2023","25.00","4.42","1.54"
"NIFTY NEXT 50","18 Aug 2023","24.80","4.39","1.56"
"NIFTY NEXT 50","17 Aug 2023","24.92","4.41","1.55"
"NIFTY NEXT 50","16 Aug 2023","24.99","4.42","1.53"
"NIFTY NEXT 50","14 Aug 2023","25.04","4.42","1.53"
"NIFTY NEXT 50","11 Aug 2023","25.36","4.48","1.52"
"NIFTY NEXT 50","10 Aug 2023","25.49","4.49","1.57"
"NIFTY NEXT 50","09 Aug 2023","25.66","4.51","1.56"
"NIFTY NEXT 50","08 Aug 2023","25.60","4.50","1.57"
"NIFTY NEXT 50","07 Aug 2023","26.09","4.50","1.58"
"NIFTY NEXT 50","04 Aug 2023","26.09","4.57","1.58"
"NIFTY NEXT 50","03 Aug 2023","26.69","4.53","1.59"
"NIFTY NEXT 50","02 Aug 2023","26.84","4.55","1.58"
"NIFTY NEXT 50","01 Aug 2023","26.87","4.68","1.58"
"NIFTY NEXT 50","31 Jul 2023","29.14","4.69","1.59"
"NIFTY NEXT 50","28 Jul 2023","29.39","4.67","1.59"
"NIFTY NEXT 50","27 Jul 2023","29.20","4.63","1.51"
"NIFTY NEXT 50","26 Jul 2023","29.12","4.62","1.50"
"NIFTY NEXT 50","25 Jul 2023","29.37","4.60","1.70"
"NIFTY NEXT 50","24 Jul 2023","28.73","4.62","1.71"
"NIFTY NEXT 50","21 Jul 2023","28.80","4.62","1.71"
"NIFTY NEXT 50","20 Jul 2023","28.91","4.64","1.70"
"NIFTY NEXT 50","19 Jul 2023","28.98","4.65","1.70"
"NIFTY NEXT 50","18 Jul 2023","28.83","4.62","1.71"
"NIFTY NEXT 50","17 Jul 2023","28.95","4.64","1.70"
"NIFTY NEXT 50","14 Jul 2023","28.87","4.63","1.71"
"NIFTY NEXT 50","13 Jul 2023","28.65","4.60","1.71"
"NIFTY NEXT 50","12 Jul 2023","29.40","4.93","1.72"
"NIFTY NEXT 50","11 Jul 2023","29.32","4.91","1.72"
"NIFTY NEXT 50","10 Jul 2023","29.10","4.88","1.73"
"NIFTY NEXT 50","07 Jul 2023","29.26","4.90","1.69"
"NIFTY NEXT 50","06 Jul 2023","29.51","4.95","1.66"
"NIFTY NEXT 50","05 Jul 2023","29.33","4.92","1.67"
"NIFTY NEXT 50","04 Jul 2023","29.10","4.88","1.68"
"NIFTY NEXT 50","03 Jul 2023","29.21","4.90","1.68"
"NIFTY NEXT 50","30 Jun 2023","29.09","4.88","1.68"
"NIFTY NEXT 50","28 Jun 2023","28.78","4.82","1.59"
"NIFTY NEXT 50","27 Jun 2023","28.60","4.79","1.60"
"NIFTY NEXT 50","26 Jun 2023","28.48","4.77","1.61"
"NIFTY NEXT 50","23 Jun 2023","28.36","4.75","1.61"
"NIFTY NEXT 50","22 Jun 2023","28.73","4.81","1.59"
"NIFTY NEXT 50","21 Jun 2023","29.07","4.86","1.57"
"NIFTY NEXT 50","20 Jun 2023","29.09","4.87","1.57"
"NIFTY NEXT 50","19 Jun 2023","28.98","4.85","1.57"
"NIFTY NEXT 50","16 Jun 2023","29.03","4.86","1.61"
"NIFTY NEXT 50","15 Jun 2023","28.74","4.81","1.63"
"NIFTY NEXT 50","14 Jun 2023","28.73","4.81","1.69"
"NIFTY NEXT 50","13 Jun 2023","28.68","4.80","1.64"
"NIFTY NEXT 50","12 Jun 2023","28.41","4.75","1.65"
"NIFTY NEXT 50","09 Jun 2023","28.28","4.73","1.65"
"NIFTY NEXT 50","08 Jun 2023","28.31","4.74","1.64"
"NIFTY NEXT 50","07 Jun 2023","28.50","4.78","1.63"
"NIFTY NEXT 50","06 Jun 2023","28.24","4.73","1.62"
"NIFTY NEXT 50","05 Jun 2023","28.11","4.71","1.63"
"NIFTY NEXT 50","02 Jun 2023","28.27","4.70","1.64"
"NIFTY NEXT 50","01 Jun 2023","28.15","4.68","1.64"
"NIFTY NEXT 50","31 May 2023","28.11","4.67","1.64"
"NIFTY NEXT 50","30 May 2023","28.04","4.66","1.64"
"NIFTY NEXT 50","29 May 2023","27.70","4.67","1.46"
"NIFTY NEXT 50","26 May 2023","27.50","4.64","1.47"
"NIFTY NEXT 50","25 May 2023","27.19","4.59","1.49"
"NIFTY NEXT 50","24 May 2023","27.04","4.56","1.49"
"NIFTY NEXT 50","23 May 2023","27.02","4.56","1.49"
"NIFTY NEXT 50","22 May 2023","27.06","4.55","1.50"
"NIFTY NEXT 50","19 May 2023","26.54","4.51","1.51"
"NIFTY NEXT 50","18 May 2023","26.46","4.50","1.49"
"NIFTY NEXT 50","17 May 2023","28.15","4.54","1.48"
"NIFTY NEXT 50","16 May 2023","28.30","4.57","1.47"
"NIFTY NEXT 50","15 May 2023","27.43","4.56","1.47"
"NIFTY NEXT 50","12 May 2023","27.31","4.54","1.56"
"NIFTY NEXT 50","11 May 2023","27.38","4.55","1.55"
"NIFTY NEXT 50","10 May 2023","27.47","4.51","1.57"
"NIFTY NEXT 50","09 May 2023","27.33","4.49","1.58"
"NIFTY NEXT 50","08 May 2023","27.37","4.49","1.57"
"NIFTY NEXT 50","05 May 2023","27.13","4.46","1.90"
"NIFTY NEXT 50","04 May 2023","27.19","4.46","1.93"
"NIFTY NEXT 50","03 May 2023","27.03","4.43","1.94"
"NIFTY NEXT 50","02 May 2023","26.98","4.43","1.94"
"NIFTY NEXT 50","28 Apr 2023","26.80","4.40","1.95"
"NIFTY NEXT 50","27 Apr 2023","26.44","4.34","1.98"
"NIFTY NEXT 50","26 Apr 2023","26.38","4.33","1.98"
"NIFTY NEXT 50","25 Apr 2023","26.28","4.31","1.99"
"NIFTY NEXT 50","24 Apr 2023","26.17","4.29","2.02"
"NIFTY NEXT 50","21 Apr 2023","26.07","4.28","2.03"
"NIFTY NEXT 50","20 Apr 2023","26.10","4.28","2.03"
"NIFTY NEXT 50","19 Apr 2023","26.09","4.28","2.03"
"NIFTY NEXT 50","18 Apr 2023","26.32","4.32","2.01"
"NIFTY NEXT 50","17 Apr 2023","26.23","4.30","1.99"
"NIFTY NEXT 50","13 Apr 2023","26.12","4.28","2.00"
"NIFTY NEXT 50","12 Apr 2023","26.16","4.29","2.00"
"NIFTY NEXT 50","11 Apr 2023","26.04","4.27","2.01"
"NIFTY NEXT 50","10 Apr 2023","25.98","4.26","2.01"
"NIFTY NEXT 50","06 Apr 2023","25.91","4.25","2.02"
"NIFTY NEXT 50","05 Apr 2023","25.90","4.25","1.80"
"NIFTY NEXT 50","03 Apr 2023","25.76","4.23","1.86"
"NIFTY NEXT 50","31 Mar 2023","25.70","4.22","1.86"
"NIFTY NEXT 50","29 Mar 2023","25.77","4.21","1.96"
"NIFTY NEXT 50","28 Mar 2023","25.57","4.18","1.97"
"NIFTY NEXT 50","27 Mar 2023","25.81","4.22","1.95"
"NIFTY NEXT 50","24 Mar 2023","25.94","4.24","1.94"
"NIFTY NEXT 50","23 Mar 2023","26.15","4.27","1.92"
"NIFTY NEXT 50","22 Mar 2023","26.25","4.29","1.91"
"NIFTY NEXT 50","21 Mar 2023","26.08","4.26","1.92"
"NIFTY NEXT 50","20 Mar 2023","25.96","4.24","1.92"
"NIFTY NEXT 50","17 Mar 2023","26.15","4.27","1.89"
"NIFTY NEXT 50","16 Mar 2023","26.01","4.25","1.90"
"NIFTY NEXT 50","15 Mar 2023","25.85","4.23","1.91"
"NIFTY NEXT 50","14 Mar 2023","25.87","4.23","1.91"
"NIFTY NEXT 50","13 Mar 2023","26.02","4.25","1.90"
"NIFTY NEXT 50","10 Mar 2023","26.36","4.31","1.87"
"NIFTY NEXT 50","09 Mar 2023","26.42","4.32","1.87"
"NIFTY NEXT 50","08 Mar 2023","26.61","4.35","1.99"
"NIFTY NEXT 50","06 Mar 2023","26.51","4.33","1.98"
"NIFTY NEXT 50","03 Mar 2023","26.30","4.30","1.99"
"NIFTY NEXT 50","02 Mar 2023","26.07","4.26","2.01"
"NIFTY NEXT 50","01 Mar 2023","26.08","4.26","2.01"
"NIFTY NEXT 50","28 Feb 2023","25.78","4.21","2.03"
"NIFTY NEXT 50","27 Feb 2023","25.71","4.20","2.04"
"NIFTY NEXT 50","24 Feb 2023","25.96","4.24","2.02"
"NIFTY NEXT 50","23 Feb 2023","25.98","4.25","2.01"
"NIFTY NEXT 50","22 Feb 2023","26.09","4.26","2.01"
"NIFTY NEXT 50","21 Feb 2023","26.48","4.33","1.95"
"NIFTY NEXT 50","20 Feb 2023","26.53","4.34","1.95"
"NIFTY NEXT 50","17 Feb 2023","26.64","4.35","1.94"
"NIFTY NEXT 50","16 Feb 2023","26.80","4.38","1.95"
"NIFTY NEXT 50","15 Feb 2023","26.65","4.34","1.96"
"NIFTY NEXT 50","14 Feb 2023","26.46","4.31","1.98"
"NIFTY NEXT 50","13 Feb 2023","24.77","4.32","1.98"
"NIFTY NEXT 50","10 Feb 2023","25.14","4.38","1.95"
"NIFTY NEXT 50","09 Feb 2023","25.17","4.39","1.93"
"NIFTY NEXT 50","08 Feb 2023","25.30","4.41","2.03"
"NIFTY NEXT 50","07 Feb 2023","25.07","4.37","2.05"
"NIFTY NEXT 50","06 Feb 2023","25.92","4.38","2.05"
"NIFTY NEXT 50","03 Feb 2023","25.77","4.35","2.09"
"NIFTY NEXT 50","02 Feb 2023","25.81","4.36","1.95"
"NIFTY NEXT 50","01 Feb 2023","24.99","4.37","1.95"
"NIFTY NEXT 50","31 Jan 2023","25.40","4.44","1.92"
"NIFTY NEXT 50","30 Jan 2023","24.37","4.40","1.92"
"NIFTY NEXT 50","27 Jan 2023","24.27","4.45","1.89"
"NIFTY NEXT 50","25 Jan 2023","25.24","4.62","1.82"
"NIFTY NEXT 50","24 Jan 2023","25.48","4.74","1.77"
"NIFTY NEXT 50","23 Jan 2023","25.54","4.76","1.77"
"NIFTY NEXT 50","20 Jan 2023","25.44","4.75","1.77"
"NIFTY NEXT 50","19 Jan 2023","25.53","4.77","1.77"
"NIFTY NEXT 50","18 Jan 2023","25.61","4.78","1.76"
"NIFTY NEXT 50","17 Jan 2023","25.61","4.78","1.76"
"NIFTY NEXT 50","16 Jan 2023","25.59","4.78","1.77"
"NIFTY NEXT 50","13 Jan 2023","25.61","4.78","1.77"
"NIFTY NEXT 50","12 Jan 2023","25.50","4.76","1.78"
"NIFTY NEXT 50","11 Jan 2023","25.45","4.75","1.78"
"NIFTY NEXT 50","10 Jan 2023","25.53","4.77","1.77"
"NIFTY NEXT 50","09 Jan 2023","25.63","4.78","1.77"
"NIFTY NEXT 50","06 Jan 2023","25.42","4.75","1.78"
"NIFTY NEXT 50","05 Jan 2023","25.61","4.78","1.77"
"NIFTY NEXT 50","04 Jan 2023","25.43","4.75","1.78"
"NIFTY NEXT 50","03 Jan 2023","25.78","4.81","1.76"
"NIFTY NEXT 50","02 Jan 2023","25.67","4.79","1.76"
"NIFTY NEXT 50","30 Dec 2022","25.63","4.79","1.77"
"NIFTY NEXT 50","29 Dec 2022","24.58","4.61","1.91"
"NIFTY NEXT 50","28 Dec 2022","24.59","4.61","1.91"
"NIFTY NEXT 50","27 Dec 2022","24.52","4.60","1.92"
"NIFTY NEXT 50","26 Dec 2022","24.27","4.55","1.94"
"NIFTY NEXT 50","23 Dec 2022","23.71","4.45","1.98"
"NIFTY NEXT 50","22 Dec 2022","24.63","4.62","1.91"
"NIFTY NEXT 50","21 Dec 2022","24.81","4.65","1.89"
"NIFTY NEXT 50","20 Dec 2022","25.21","4.73","1.86"
"NIFTY NEXT 50","19 Dec 2022","25.26","4.74","1.86"
"NIFTY NEXT 50","16 Dec 2022","25.01","4.69","2.01"
"NIFTY NEXT 50","15 Dec 2022","25.33","4.75","1.99"
"NIFTY NEXT 50","14 Dec 2022","25.56","4.79","1.97"
"NIFTY NEXT 50","13 Dec 2022","25.44","4.77","1.98"
"NIFTY NEXT 50","12 Dec 2022","25.49","4.78","1.97"
"NIFTY NEXT 50","09 Dec 2022","25.48","4.78","1.97"
"NIFTY NEXT 50","08 Dec 2022","25.64","4.81","1.96"
"NIFTY NEXT 50","07 Dec 2022","25.54","4.79","1.97"
"NIFTY NEXT 50","06 Dec 2022","25.49","4.78","1.97"
"NIFTY NEXT 50","05 Dec 2022","25.51","4.78","1.97"
"NIFTY NEXT 50","02 Dec 2022","25.55","4.79","1.97"
"NIFTY NEXT 50","01 Dec 2022","25.52","4.79","1.97"
"NIFTY NEXT 50","30 Nov 2022","25.42","4.77","1.98"
"NIFTY NEXT 50","29 Nov 2022","25.10","4.71","2.00"
"NIFTY NEXT 50","28 Nov 2022","25.18","4.69","1.84"
"NIFTY NEXT 50","25 Nov 2022","25.13","4.68","1.84"
"NIFTY NEXT 50","24 Nov 2022","25.06","4.67","1.85"
"NIFTY NEXT 50","23 Nov 2022","24.97","4.65","1.85"
"NIFTY NEXT 50","22 Nov 2022","24.92","4.64","1.87"
"NIFTY NEXT 50","21 Nov 2022","24.86","4.63","1.87"
"NIFTY NEXT 50","18 Nov 2022","25.00","4.66","1.86"
"NIFTY NEXT 50","17 Nov 2022","25.13","4.68","1.83"
"NIFTY NEXT 50","16 Nov 2022","25.32","4.72","1.82"
"NIFTY NEXT 50","15 Nov 2022","25.52","4.75","1.80"
"NIFTY NEXT 50","14 Nov 2022","23.25","4.75","1.81"
"NIFTY NEXT 50","11 Nov 2022","23.15","4.72","1.81"
"NIFTY NEXT 50","10 Nov 2022","22.93","4.68","1.96"
"NIFTY NEXT 50","09 Nov 2022","23.16","4.72","1.94"
"NIFTY NEXT 50","07 Nov 2022","23.20","4.73","1.95"
"NIFTY NEXT 50","04 Nov 2022","22.98","4.71","1.96"
"NIFTY NEXT 50","03 Nov 2022","22.97","4.70","1.96"
"NIFTY NEXT 50","02 Nov 2022","22.93","4.70","1.95"
"NIFTY NEXT 50","01 Nov 2022","22.97","4.71","1.95"
"NIFTY NEXT 50","31 Oct 2022","22.25","4.66","1.99"
"NIFTY NEXT 50","28 Oct 2022","21.95","4.61","2.00"
"NIFTY NEXT 50","27 Oct 2022","22.05","4.63","1.99"
"NIFTY NEXT 50","25 Oct 2022","21.80","4.58","2.01"
"NIFTY NEXT 50","24 Oct 2022","21.73","4.58","2.01"
"NIFTY NEXT 50","21 Oct 2022","21.66","4.57","2.02"
"NIFTY NEXT 50","20 Oct 2022","21.96","4.63","1.99"
"NIFTY NEXT 50","19 Oct 2022","21.72","4.58","2.01"
"NIFTY NEXT 50","18 Oct 2022","21.65","4.59","2.01"
"NIFTY NEXT 50","17 Oct 2022","21.39","4.54","2.03"
"NIFTY NEXT 50","14 Oct 2022","21.25","4.51","2.04"
"NIFTY NEXT 50","13 Oct 2022","21.33","4.53","2.04"
"NIFTY NEXT 50","12 Oct 2022","21.54","4.57","2.02"
"NIFTY NEXT 50","11 Oct 2022","21.37","4.54","2.03"
"NIFTY NEXT 50","10 Oct 2022","21.77","4.62","2.00"
"NIFTY NEXT 50","07 Oct 2022","21.95","4.66","1.98"
"NIFTY NEXT 50","06 Oct 2022","21.99","4.67","1.98"
"NIFTY NEXT 50","04 Oct 2022","21.82","4.63","1.99"
"NIFTY NEXT 50","03 Oct 2022","21.32","4.53","2.04"
"NIFTY NEXT 50","30 Sep 2022","21.82","4.63","1.99"
"NIFTY NEXT 50","29 Sep 2022","22.47","4.29","1.96"
"NIFTY NEXT 50","28 Sep 2022","22.55","4.30","1.95"
"NIFTY NEXT 50","27 Sep 2022","22.69","4.33","1.96"
"NIFTY NEXT 50","26 Sep 2022","22.63","4.32","1.96"
"NIFTY NEXT 50","23 Sep 2022","23.26","4.44","1.91"
"NIFTY NEXT 50","22 Sep 2022","23.68","4.52","1.87"
"NIFTY NEXT 50","21 Sep 2022","23.58","4.50","1.86"
"NIFTY NEXT 50","20 Sep 2022","23.97","4.58","1.83"
"NIFTY NEXT 50","19 Sep 2022","23.70","4.52","1.87"
"NIFTY NEXT 50","16 Sep 2022","23.62","4.51","1.88"
"NIFTY NEXT 50","15 Sep 2022","24.33","4.65","1.82"
"NIFTY NEXT 50","14 Sep 2022","24.18","4.62","1.83"
"NIFTY NEXT 50","13 Sep 2022","24.07","4.60","1.84"
"NIFTY NEXT 50","12 Sep 2022","23.91","4.57","1.86"
"NIFTY NEXT 50","09 Sep 2022","23.63","4.51","1.88"
"NIFTY NEXT 50","08 Sep 2022","23.65","4.51","1.88"
"NIFTY NEXT 50","07 Sep 2022","23.58","4.50","2.05"
"NIFTY NEXT 50","06 Sep 2022","23.50","4.49","2.06"
"NIFTY NEXT 50","05 Sep 2022","23.35","4.46","2.07"
"NIFTY NEXT 50","02 Sep 2022","23.38","4.46","2.07"
"NIFTY NEXT 50","01 Sep 2022","23.42","4.47","2.07"
"NIFTY NEXT 50","30 Aug 2022","23.42","4.47","2.07"
"NIFTY NEXT 50","29 Aug 2022","22.91","4.40","2.11"
"NIFTY NEXT 50","26 Aug 2022","23.05","4.42","2.10"
"NIFTY NEXT 50","25 Aug 2022","22.93","4.40","2.11"
"NIFTY NEXT 50","24 Aug 2022","22.93","4.40","2.11"
"NIFTY NEXT 50","23 Aug 2022","22.79","4.37","2.12"
"NIFTY NEXT 50","22 Aug 2022","22.68","4.35","2.14"
"NIFTY NEXT 50","19 Aug 2022","23.11","4.44","2.10"
"NIFTY NEXT 50","18 Aug 2022","23.34","4.48","2.08"
"NIFTY NEXT 50","17 Aug 2022","23.20","4.48","2.09"
"NIFTY NEXT 50","16 Aug 2022","22.99","4.41","2.11"
"NIFTY NEXT 50","12 Aug 2022","22.20","4.34","2.14"
"NIFTY NEXT 50","11 Aug 2022","22.16","4.53","2.15"
"NIFTY NEXT 50","10 Aug 2022","21.97","4.58","2.09"
"NIFTY NEXT 50","08 Aug 2022","22.04","4.60","2.08"
"NIFTY NEXT 50","05 Aug 2022","20.99","4.31","2.23"
"NIFTY NEXT 50","04 Aug 2022","21.09","4.31","2.26"
"NIFTY NEXT 50","03 Aug 2022","20.99","4.29","2.27"
"NIFTY NEXT 50","02 Aug 2022","21.08","4.31","2.26"
"NIFTY NEXT 50","01 Aug 2022","20.60","4.29","2.27"
"NIFTY NEXT 50","29 Jul 2022","20.31","4.23","2.29"
"NIFTY NEXT 50","28 Jul 2022","20.06","4.17","2.34"
"NIFTY NEXT 50","27 Jul 2022","19.87","4.13","2.32"
"NIFTY NEXT 50","26 Jul 2022","19.70","4.09","2.37"
"NIFTY NEXT 50","25 Jul 2022","20.11","4.17","2.12"
"NIFTY NEXT 50","22 Jul 2022","20.16","4.17","2.12"
"NIFTY NEXT 50","21 Jul 2022","20.27","4.19","2.12"
"NIFTY NEXT 50","20 Jul 2022","19.94","4.13","2.13"
"NIFTY NEXT 50","19 Jul 2022","19.90","4.12","2.13"
"NIFTY NEXT 50","18 Jul 2022","19.80","4.10","2.15"
"NIFTY NEXT 50","15 Jul 2022","19.54","4.05","2.17"
"NIFTY NEXT 50","14 Jul 2022","19.42","4.03","2.18"
"NIFTY NEXT 50","13 Jul 2022","19.46","4.04","2.11"
"NIFTY NEXT 50","12 Jul 2022","19.47","4.04","2.11"
"NIFTY NEXT 50","11 Jul 2022","19.54","4.05","2.11"
"NIFTY NEXT 50","08 Jul 2022","19.26","4.05","2.15"
"NIFTY NEXT 50","07 Jul 2022","19.20","4.07","2.16"
"NIFTY NEXT 50","06 Jul 2022","19.04","4.03","2.18"
"NIFTY NEXT 50","05 Jul 2022","18.72","3.97","2.25"
"NIFTY NEXT 50","04 Jul 2022","18.71","3.96","2.25"
"NIFTY NEXT 50","01 Jul 2022","18.52","3.92","2.27"
"NIFTY NEXT 50","30 Jun 2022","18.32","3.88","2.31"
"NIFTY NEXT 50","29 Jun 2022","18.41","3.90","2.28"
"NIFTY NEXT 50","28 Jun 2022","18.54","3.93","2.28"
"NIFTY NEXT 50","27 Jun 2022","18.51","3.92","2.29"
"NIFTY NEXT 50","24 Jun 2022","18.38","3.89","2.30"
"NIFTY NEXT 50","23 Jun 2022","18.14","3.84","2.33"
"NIFTY NEXT 50","22 Jun 2022","17.93","3.80","2.36"
"NIFTY NEXT 50","21 Jun 2022","18.26","3.87","2.30"
"NIFTY NEXT 50","20 Jun 2022","17.77","3.77","2.37"
"NIFTY NEXT 50","17 Jun 2022","17.90","3.79","2.35"
"NIFTY NEXT 50","16 Jun 2022","18.20","3.86","2.27"
"NIFTY NEXT 50","15 Jun 2022","18.59","3.94","2.23"
"NIFTY NEXT 50","14 Jun 2022","18.55","3.93","2.24"
"NIFTY NEXT 50","13 Jun 2022","18.49","3.92","2.23"
"NIFTY NEXT 50","10 Jun 2022","18.90","4.00","2.19"
"NIFTY NEXT 50","09 Jun 2022","19.08","4.04","2.17"
"NIFTY NEXT 50","08 Jun 2022","18.93","4.01","2.16"
"NIFTY NEXT 50","07 Jun 2022","18.99","4.02","2.15"
"NIFTY NEXT 50","06 Jun 2022","19.15","4.06","2.13"
"NIFTY NEXT 50","03 Jun 2022","19.20","4.07","2.13"
"NIFTY NEXT 50","02 Jun 2022","19.57","4.13","2.08"
"NIFTY NEXT 50","01 Jun 2022","19.47","4.11","2.09"
"NIFTY NEXT 50","31 May 2022","19.65","4.15","2.08"
"NIFTY NEXT 50","30 May 2022","19.77","4.14","2.08"
"NIFTY NEXT 50","27 May 2022","19.30","4.05","2.13"
"NIFTY NEXT 50","26 May 2022","19.08","4.02","2.14"
"NIFTY NEXT 50","25 May 2022","18.69","3.96","2.17"
"NIFTY NEXT 50","24 May 2022","19.02","4.03","2.13"
"NIFTY NEXT 50","23 May 2022","19.15","4.07","2.12"
"NIFTY NEXT 50","20 May 2022","19.30","4.10","2.10"
"NIFTY NEXT 50","19 May 2022","18.84","4.04","2.13"
"NIFTY NEXT 50","18 May 2022","19.18","4.16","2.07"
"NIFTY NEXT 50","17 May 2022","19.17","4.15","2.07"
"NIFTY NEXT 50","16 May 2022","19.29","4.05","2.12"
"NIFTY NEXT 50","13 May 2022","18.97","3.99","2.16"
"NIFTY NEXT 50","12 May 2022","19.07","4.01","2.06"
"NIFTY NEXT 50","11 May 2022","19.56","4.11","2.01"
"NIFTY NEXT 50","10 May 2022","19.62","4.12","2.01"
"NIFTY NEXT 50","09 May 2022","20.20","4.21","1.97"
"NIFTY NEXT 50","06 May 2022","20.60","4.30","1.93"
"NIFTY NEXT 50","05 May 2022","21.11","4.40","1.58"
"NIFTY NEXT 50","04 May 2022","21.08","4.39","1.56"
"NIFTY NEXT 50","02 May 2022","21.70","4.52","1.51"
"NIFTY NEXT 50","29 Apr 2022","21.74","4.54","1.51"
"NIFTY NEXT 50","28 Apr 2022","22.03","4.60","1.49"
"NIFTY NEXT 50","27 Apr 2022","21.73","4.54","1.51"
"NIFTY NEXT 50","26 Apr 2022","22.02","4.61","1.49"
"NIFTY NEXT 50","25 Apr 2022","21.51","4.51","1.53"
"NIFTY NEXT 50","22 Apr 2022","21.95","4.60","1.48"
"NIFTY NEXT 50","21 Apr 2022","22.11","4.63","1.48"
"NIFTY NEXT 50","20 Apr 2022","21.82","4.58","1.50"
"NIFTY NEXT 50","19 Apr 2022","21.73","4.55","1.51"
"NIFTY NEXT 50","18 Apr 2022","22.13","4.64","1.48"
"NIFTY NEXT 50","13 Apr 2022","22.21","4.65","1.48"
"NIFTY NEXT 50","12 Apr 2022","22.18","4.65","1.48"
"NIFTY NEXT 50","11 Apr 2022","22.44","4.70","1.46"
"NIFTY NEXT 50","08 Apr 2022","22.21","4.65","1.48"
"NIFTY NEXT 50","07 Apr 2022","21.88","4.58","1.50"
"NIFTY NEXT 50","06 Apr 2022","21.94","4.60","1.50"
"NIFTY NEXT 50","05 Apr 2022","21.86","4.58","1.50"
"NIFTY NEXT 50","04 Apr 2022","21.68","4.54","1.51"
"NIFTY NEXT 50","01 Apr 2022","21.35","4.47","1.50"
"NIFTY NEXT 50","31 Mar 2022","21.02","4.41","1.52"
"NIFTY NEXT 50","30 Mar 2022","21.29","4.17","1.43"
"NIFTY NEXT 50","29 Mar 2022","21.16","4.15","1.43"
"NIFTY NEXT 50","28 Mar 2022","21.06","4.13","1.43"
"NIFTY NEXT 50","25 Mar 2022","21.13","4.14","1.40"
